DeviceId,ArrivalTime,DepartureTime,DurationSeconds,StreetMarker,Sign,Area,StreetId,StreetName,BetweenStreet1,BetweenStreet2,Side Of Street,In Violation
17968,09/05/2017 01:15:44 AM,09/05/2017 01:27:30 AM,706,1315W,,RACV,1428,WILLIAM STREET,LITTLE COLLINS STREET,COLLINS STREET,5,FALSE
17484,11/29/2017 12:02:25 PM,11/29/2017 12:11:03 PM,518,13617W,P/10 (621) M-SUN 7.30AM TO 7.30PM,Docklands,998,MERCHANT STREET,BOURKE STREET,VICTORIA HARBOUR PROMENADE,5,FALSE
18239,01/18/2017 01:30:55 PM,01/18/2017 01:32:33 PM,98,C798,1P MTR M-SAT 7:30-19:30,Library,1221,RUSSELL STREET,LONSDALE STREET,LITTLE BOURKE STREET,1,FALSE
18764,04/09/2017 07:30:00 AM,04/09/2017 09:14:27 AM,6267,2461S,2P SUN 7:30-18:30,Family,123,BOURKE STREET,KING STREET,WILLIAM STREET,4,FALSE
18683,08/07/2017 05:38:15 PM,08/07/2017 05:46:03 PM,468,2260N,1P TKT A M-SAT 7:30-19:30,Family,911,LITTLE COLLINS STREET,KING STREET,WILLIAM STREET,3,FALSE
20482,04/01/2017 12:30:00 PM,04/01/2017 12:34:39 PM,279,10195W,,Queensberry,641,ERROL STREET,QUEENSBERRY STREET,VICTORIA STREET,5,FALSE
19873,08/21/2017 10:51:51 AM,08/21/2017 11:51:26 AM,3575,7029S,1P MTR M-SAT 7:30-19:30,Victoria Market,1346,THERRY STREET,QUEEN STREET,ELIZABETH STREET,4,FALSE
18900,05/09/2017 12:00:00 AM,05/09/2017 06:43:59 AM,24239,2841S,2P DIS AOT 0:00-7:00,Princes Theatre,894,LONSDALE STREET,RUSSELL STREET,EXHIBITION STREET,4,TRUE
20124,05/11/2017 02:27:59 PM,05/11/2017 02:29:46 PM,107,C5706,2P MTR M-SAT 7:30-18:30,Queensberry,163,CAPEL STREET,VICTORIA STREET,WILLIAM STREET,1,FALSE
17634,06/04/2017 08:08:50 PM,06/04/2017 08:14:44 PM,354,13792E,,Docklands,1398,WATERFRONT WAY,LITTLE DOCKLANDS DRIVE,FOOTSCRAY ROAD,2,FALSE
19772,12/14/2017 05:24:34 PM,12/14/2017 05:28:13 PM,219,C6876,2P TKT A M-SAT 7:30-20:30,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,FALSE
17529,07/18/2017 08:30:00 PM,07/19/2017 12:00:00 AM,12600,13659W,,Docklands,697,GEOGRAPHE STREET,ENCOUNTER WAY,BOURKE STREET,5,FALSE
18025,06/10/2017 12:14:06 AM,06/10/2017 03:50:49 AM,13003,1213W,,Titles,1171,QUEEN STREET,LITTLE LONSDALE STREET,LONSDALE STREET,5,FALSE
20710,12/30/2017 08:02:59 PM,12/30/2017 08:03:31 PM,32,5272E,,Courtney,520,COBDEN STREET,O'CONNELL STREET,VICTORIA STREET,2,FALSE
21022,12/12/2017 12:00:00 AM,12/12/2017 07:30:00 AM,27000,11961W,,East Melbourne,511,CLARENDON STREET,HOTHAM STREET,GEORGE STREET,5,FALSE
20548,06/12/2017 12:30:53 AM,06/12/2017 01:28:01 AM,3428,C7760,,Queensberry,1175,QUEENSBERRY STREET,ERROL STREET,LEVESON STREET,1,FALSE
19990,09/03/2017 12:27:20 PM,09/03/2017 12:29:44 PM,144,7066N,,Queensberry,614,DUDLEY STREET,KING STREET,WILLIAM STREET,3,FALSE
17700,04/21/2017 09:58:29 AM,04/21/2017 10:05:52 AM,443,13870N,LZ 30M 722 M-Su 7:30-18:30,Docklands,164,CARAVEL LANE,SAINT MANGOS LANE,AQUITANIA WAY,3,FALSE
21781,04/19/2017 07:03:35 PM,04/19/2017 07:45:08 PM,2493,9204N,,Southbank,597,DORCAS STREET,KINGS WAY,DODDS STREET,3,FALSE
19001,06/21/2017 09:47:17 AM,06/21/2017 10:39:16 AM,3119,3091S,1P MTR M-F 9:30-18:30,Supreme,894,LONSDALE STREET,WILLIAM STREET,QUEEN STREET,4,FALSE
20853,08/29/2017 02:38:27 PM,08/29/2017 06:30:00 PM,13893,14205W,4P TKT A M-F 7:30-18:30,University,1329,SWANSTON STREET,ELGIN STREET,COLLEGE CRESCENT,5,FALSE
21480,12/05/2017 09:11:18 PM,12/05/2017 09:55:06 PM,2628,9870N,,Southbank,728,GRANT STREET,WELLS STREET,ST KILDA ROAD,3,FALSE
18733,11/02/2017 09:35:36 AM,11/02/2017 09:37:17 AM,101,2390N,1P MTR M-SAT 7:30-18:30,McKillop,123,BOURKE STREET,QUEEN STREET,ELIZABETH STREET,3,FALSE
19425,07/22/2017 07:30:00 AM,07/22/2017 09:20:03 AM,6603,5322E,2P TKT A SAT 7:30-20:30,Mint,1428,WILLIAM STREET,A'BECKETT STREET,LA TROBE STREET,2,FALSE
20214,06/03/2017 07:02:41 PM,06/03/2017 08:14:48 PM,4327,C5880,,Queensberry,798,HOWARD STREET,QUEENSBERRY STREET,VICTORIA STREET,1,FALSE
18136,06/14/2017 01:45:39 PM,06/14/2017 01:59:44 PM,845,C1250,2P MTR M-SAT 7:30-20:30,Titles,1171,QUEEN STREET,LA TROBE STREET,LITTLE LONSDALE STREET,1,FALSE
18016,06/30/2017 11:10:22 AM,06/30/2017 11:22:14 AM,712,1194E,1/2P MTR M-F 7:30-16:30,Hardware,1171,QUEEN STREET,LONSDALE STREET,LITTLE BOURKE STREET,2,FALSE
17915,05/28/2017 05:48:00 AM,05/28/2017 05:52:18 AM,258,1536E,,Spencer,1285,SPENCER STREET,BOURKE STREET,LITTLE COLLINS STREET,2,FALSE
17919,04/17/2017 10:37:42 PM,04/17/2017 10:40:05 PM,143,1544E,,Spencer,1285,SPENCER STREET,LITTLE BOURKE STREET,BOURKE STREET,2,FALSE
18832,06/16/2017 05:11:03 AM,06/16/2017 05:53:55 AM,2572,2593S,,County,907,LITTLE BOURKE STREET,KING STREET,WILLIAM STREET,4,FALSE
19915,11/13/2017 06:30:00 PM,11/14/2017 12:00:00 AM,19800,5520E,,Queensberry,1428,WILLIAM STREET,VICTORIA STREET,WALSH STREET,2,FALSE
18383,03/27/2017 02:26:18 PM,03/27/2017 02:31:35 PM,317,C480,1P MTR M-SAT 7:30-19:30,Princes Theatre,647,EXHIBITION STREET,LITTLE BOURKE STREET,BOURKE STREET,1,FALSE
20911,03/12/2017 11:33:57 PM,03/13/2017 12:00:00 AM,1563,11750E,,Jolimont,706,GISBORNE STREET,ALBERT STREET,CATHEDRAL PLACE,2,FALSE
17666,01/14/2017 04:10:41 PM,01/14/2017 04:14:20 PM,219,13832N,2P MTR M-SAT 7:30-18:30,Docklands,915,LITTLE DOCKLANDS DRIVE,WATERFRONT WAY,FOOTSCRAY ROAD,3,FALSE
19297,06/07/2017 01:52:46 PM,06/07/2017 02:44:35 PM,3109,3703S,2P MTR M-SAT 7:30-20:30,The Mac,856,LA TROBE STREET,SWANSTON STREET,RUSSELL STREET,4,FALSE
17736,07/19/2017 05:14:34 PM,07/19/2017 05:37:15 PM,1361,C13528,2P MTR M-SAT 7:30-18:30,Docklands,123,BOURKE STREET,HARBOUR ESPLANADE,GEOGRAPHE STREET,1,FALSE
17305,02/01/2017 07:53:15 AM,02/01/2017 08:05:11 AM,716,13574E,1/4P M-F 7:30-18:30,Docklands,1241,SEAFARER LANE,BOURKE STREET,COLLINS STREET,2,FALSE
19752,08/29/2017 12:00:00 AM,08/29/2017 07:30:00 AM,27000,C6830,,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,FALSE
20819,04/24/2017 07:53:57 PM,04/24/2017 08:03:59 PM,602,14040E,,University,1218,ROYAL PARADE,GRATTAN STREET,COLLEGE CRESCENT,2,FALSE
17328,12/01/2017 07:40:13 PM,12/01/2017 08:20:49 PM,2436,13302N,2P TKT A M-F 18:00-20:30,Docklands,968,MAYFIELD PLACE,AURORA LANE,WURUNDJERI WAY,3,FALSE
17620,01/09/2017 10:59:16 PM,01/10/2017 12:00:00 AM,3644,13778E,,Docklands,1398,WATERFRONT WAY,DOCKLANDS DRIVE,LITTLE DOCKLANDS DRIVE,2,FALSE
21071,06/18/2017 10:45:36 PM,06/19/2017 12:00:00 AM,4464,12055W,,East Melbourne,511,CLARENDON STREET,GREY STREET,GIPPS STREET,5,FALSE
20347,12/11/2017 01:22:51 PM,12/11/2017 02:05:15 PM,2544,7577S,1P MTR M-SAT 7:30-18:30,Queensberry,1381,VICTORIA STREET,HOWARD STREET,CAPEL STREET,4,FALSE
17687,04/10/2017 09:06:23 PM,04/10/2017 09:13:46 PM,443,13853S,,Docklands,164,CARAVEL LANE,SAINT MANGOS LANE,AQUITANIA WAY,4,FALSE
17966,01/11/2017 01:52:45 PM,01/11/2017 02:00:50 PM,485,1311W,1/2P MTR M-SAT 7:30-19:30,RACV,1428,WILLIAM STREET,LITTLE COLLINS STREET,COLLINS STREET,5,FALSE
18740,04/10/2017 02:11:22 PM,04/10/2017 03:26:09 PM,4487,2399S,1P MTR M-SAT 7:30-18:30,McKillop,123,BOURKE STREET,QUEEN STREET,ELIZABETH STREET,4,TRUE
18528,10/19/2017 08:14:38 AM,10/19/2017 08:20:25 AM,347,1693S,2P TKT A M-SAT 7:30-20:30,Markilles,670,FLINDERS STREET,SPENCER STREET,KING STREET,4,FALSE
17705,08/01/2017 03:54:57 PM,08/01/2017 03:58:39 PM,222,13880N,P/   (621 OFFENCE) M-F 7.30-8.30,Docklands,1460,MARMION PLACE,AQUITANIA WAY,,3,FALSE
21218,12/03/2017 05:38:26 PM,12/03/2017 06:03:08 PM,1482,12377S,,East Melbourne,16,ALBERT STREET,LANSDOWNE STREET,EADES STREET,4,FALSE
19965,04/13/2017 10:40:37 AM,04/13/2017 05:52:56 PM,25939,C5532,4P MTR M-SAT 7:30-18:30,Queensberry,1428,WILLIAM STREET,VICTORIA STREET,WALSH STREET,1,TRUE
21457,11/29/2017 12:28:54 AM,11/29/2017 01:01:15 AM,1941,9836N,,Southbank,728,GRANT STREET,WELLS STREET,ST KILDA ROAD,3,FALSE
20824,03/18/2017 07:30:00 AM,03/18/2017 12:30:00 PM,18000,14050E,4P TKT A SAT 7:30-12:30,University,1218,ROYAL PARADE,GRATTAN STREET,COLLEGE CRESCENT,2,TRUE
19448,05/11/2017 07:06:12 PM,05/11/2017 07:12:00 PM,348,4835W,2P MTR M-SAT 7:30-20:30,Titles,1171,QUEEN STREET,A'BECKETT STREET,LA TROBE STREET,5,FALSE
17790,05/14/2017 11:31:51 AM,05/14/2017 11:38:56 AM,425,1393W,2P SUN 7:30-18:30,Rialto,839,KING STREET,FLINDERS LANE,FLINDERS STREET,5,FALSE
18013,03/20/2017 06:02:02 PM,03/20/2017 06:04:51 PM,169,1177W,1/2P MTR M-SAT 7:30-19:30,Hardware,1171,QUEEN STREET,LONSDALE STREET,LITTLE BOURKE STREET,5,FALSE
21622,09/13/2017 01:28:46 PM,09/13/2017 01:44:32 PM,946,9080N,2P TKT A M-F 7:30-18:30,Southbank,60,BALSTON STREET,CITY ROAD,KAVANAGH STREET,3,FALSE
18997,04/07/2017 12:28:33 PM,04/07/2017 12:35:27 PM,414,3086N,1P MTR M-F 7:30-16:00,Supreme,894,LONSDALE STREET,WILLIAM STREET,QUEEN STREET,3,FALSE
21394,02/21/2017 02:59:28 PM,02/21/2017 03:14:59 PM,931,8324E,3P TKT A M-F 7:30-18:30,Southbank,591,DODDS STREET,SOUTHBANK BOULEVARD,GRANT STREET,2,FALSE
18521,02/24/2017 07:58:57 PM,02/24/2017 08:11:47 PM,770,1596N,,Twin Towers,670,FLINDERS STREET,EXHIBITION STREET,SPRING STREET,3,FALSE
19204,04/18/2017 12:29:16 PM,04/18/2017 02:14:44 PM,6328,3475S,2P MTR M-SAT 7:30-20:30,Mint,926,LITTLE LONSDALE STREET,WILLIAM STREET,QUEEN STREET,4,FALSE
20158,10/16/2017 01:08:04 PM,10/16/2017 01:11:36 PM,212,C5778,4P TKT A M-F 7:30-18:30,Queensberry,163,CAPEL STREET,QUEENSBERRY STREET,VICTORIA STREET,1,FALSE
18698,06/23/2017 07:21:44 PM,06/23/2017 07:47:00 PM,1516,2311S,2P TKT A M-SAT 7:30-20:30,Spencer,911,LITTLE COLLINS STREET,SPENCER STREET,KING STREET,4,FALSE
18456,12/08/2017 10:40:06 PM,12/08/2017 10:42:21 PM,135,78E,,Princes Theatre,1288,SPRING STREET,LONSDALE STREET,LITTLE BOURKE STREET,2,FALSE
23062,09/28/2017 05:07:58 PM,09/28/2017 05:34:31 PM,1593,1603S,2P TKT A M-SAT 7:30-20:30,Hyatt,670,FLINDERS STREET,RUSSELL STREET,EXHIBITION STREET,4,FALSE
17824,03/30/2017 02:16:29 PM,03/30/2017 03:07:57 PM,3088,1437W,1P MTR M-F 10:00-16:00,Family,839,KING STREET,LITTLE COLLINS STREET,COLLINS STREET,5,FALSE
19719,06/25/2017 12:00:00 AM,01/01/1900 12:00:00 AM,-3707337600,C6730,,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,FALSE
20320,02/22/2017 05:54:44 AM,02/22/2017 07:30:00 AM,5716,C6156,,Queensberry,192,CHETWYND STREET,QUEENSBERRY STREET,VICTORIA STREET,1,FALSE
18122,06/10/2017 07:07:48 PM,06/10/2017 07:08:25 PM,37,C1212,1P MTR M-SAT 7:30-19:30,Titles,1171,QUEEN STREET,LITTLE LONSDALE STREET,LONSDALE STREET,1,FALSE
18523,12/18/2017 09:55:09 AM,12/18/2017 09:57:34 AM,145,1660N,1/2P MTR M-F 9:30-16:00,Banks,670,FLINDERS STREET,QUEEN STREET,ELIZABETH STREET,3,FALSE
19736,10/02/2017 04:37:52 PM,10/02/2017 04:40:40 PM,168,C6776,2P TKT A M-SAT 7:30-20:30,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,FALSE
17379,02/03/2017 06:38:38 AM,02/03/2017 07:07:34 AM,1736,13340E,,Docklands,753,HARBOUR ESPLANADE,LA TROBE STREET,BOURKE STREET,2,FALSE
20691,10/06/2017 07:30:00 AM,10/06/2017 07:32:26 AM,146,5246E,1P RPA M-SUN 7:30-23:00,Courtney,520,COBDEN STREET,O'CONNELL STREET,VICTORIA STREET,2,FALSE
21278,06/09/2017 09:08:50 AM,06/09/2017 10:37:05 AM,5295,12463S,1P MTR M-SAT 7:30-18:30,Jolimont,1290,ST ANDREWS PLACE,MACARTHUR STREET,LANSDOWNE STREET,4,FALSE
19065,12/05/2017 07:30:00 PM,12/05/2017 10:45:57 PM,11757,3166N,,County,894,LONSDALE STREET,KING STREET,WILLIAM STREET,3,FALSE
21369,11/20/2017 03:58:51 PM,11/20/2017 03:59:00 PM,9,10051S,P10 M-SUN 0:00-23:59 B,Southbank,1278,SOUTHBANK BOULEVARD,RIVERSIDE QUAY,CITY ROAD,4,FALSE
19460,09/24/2017 12:00:00 AM,09/24/2017 06:00:00 AM,21600,4873W,,Victoria Market,1171,QUEEN STREET,THERRY STREET,FRANKLIN STREET,5,FALSE
18042,07/07/2017 01:25:09 PM,07/07/2017 01:26:51 PM,102,979W,1P MTR M-SAT 7:30-18:30,Banks,1171,QUEEN STREET,FLINDERS LANE,FLINDERS STREET,5,FALSE
21410,12/30/2017 09:20:42 AM,12/30/2017 09:25:42 AM,300,8342E,3P TKT A SAT 7:30-12:30,Southbank,591,DODDS STREET,SOUTHBANK BOULEVARD,GRANT STREET,2,FALSE
19021,12/20/2017 06:14:57 PM,12/20/2017 06:48:51 PM,2034,C3014,2P MTR M-SAT 7:30-20:30,Supreme,894,LONSDALE STREET,WILLIAM STREET,QUEEN STREET,1,FALSE
20779,03/16/2017 10:02:17 PM,03/17/2017 12:00:00 AM,7063,C9130,,University,655,FARADAY STREET,SWANSTON STREET,CARDIGAN STREET,1,FALSE
21369,04/24/2017 07:41:06 PM,04/24/2017 07:41:19 PM,13,10051S,P10 M-SUN 0:00-23:59 B,Southbank,1278,SOUTHBANK BOULEVARD,RIVERSIDE QUAY,CITY ROAD,4,FALSE
19876,08/04/2017 03:45:11 PM,08/04/2017 07:19:17 PM,12846,7037S,1/4P M-SAT 7:30-19:30,Victoria Market,1346,THERRY STREET,QUEEN STREET,ELIZABETH STREET,4,FALSE
18240,08/03/2017 12:17:09 PM,08/03/2017 12:18:07 PM,58,C802,1P MTR M-SAT 7:30-19:30,Library,1221,RUSSELL STREET,LONSDALE STREET,LITTLE BOURKE STREET,1,FALSE
20615,06/19/2017 10:25:02 AM,06/19/2017 02:51:14 PM,15972,5050E,1/2P M-F 7:30-18:30,Courtney,1062,O'CONNELL STREET,COBDEN STREET,VICTORIA STREET,2,TRUE
19549,07/05/2017 10:23:21 AM,07/05/2017 10:25:17 AM,116,4690Ea,1P TKT A M-SAT 7:30-18:30,Courtney,627,ELIZABETH STREET,QUEENSBERRY STREET,VICTORIA STREET,2,FALSE
18769,01/16/2017 09:05:40 PM,01/16/2017 09:15:08 PM,568,2470N,,Family,123,BOURKE STREET,KING STREET,WILLIAM STREET,3,FALSE
18534,12/09/2017 03:40:42 AM,12/09/2017 04:03:58 AM,1396,1697S,,Markilles,670,FLINDERS STREET,SPENCER STREET,KING STREET,4,FALSE
21035,09/04/2017 12:00:00 AM,09/04/2017 02:32:14 PM,52334,11987W,,East Melbourne,511,CLARENDON STREET,HOTHAM STREET,GEORGE STREET,5,FALSE
17742,09/20/2017 08:00:07 PM,09/20/2017 08:29:28 PM,1761,C13552,,Docklands,123,BOURKE STREET,HARBOUR ESPLANADE,GEOGRAPHE STREET,1,FALSE
21164,03/19/2017 12:00:00 AM,03/19/2017 01:02:48 AM,3768,12307S,,Jolimont,16,ALBERT STREET,MORRISON PLACE,LANSDOWNE STREET,4,FALSE
21768,06/03/2017 12:00:00 AM,06/03/2017 08:14:55 AM,29695,9339S,,Southbank,547,COVENTRY STREET,DODDS STREET,WELLS STREET,4,FALSE
18070,11/30/2017 06:32:06 PM,11/30/2017 06:41:24 PM,558,C1098,1P MTR M-SAT 7:30-19:30,McKillop,1171,QUEEN STREET,LITTLE COLLINS STREET,COLLINS STREET,1,FALSE
20844,01/07/2017 11:56:51 AM,01/07/2017 12:30:00 PM,1989,14100E,4P TKT A SAT 7:30-12:30,University,1218,ROYAL PARADE,GRATTAN STREET,COLLEGE CRESCENT,2,FALSE
17443,09/24/2017 12:18:15 AM,09/24/2017 04:28:34 AM,15019,13438E,,Docklands,79,BATMANS HILL DRIVE,BOURKE STREET,FISHPLATE LANE,2,FALSE
18026,06/13/2017 01:09:03 PM,06/13/2017 01:15:07 PM,364,1215W,1P MTR M-SAT 7:30-18:30,Titles,1171,QUEEN STREET,LITTLE LONSDALE STREET,LONSDALE STREET,5,FALSE
17795,06/30/2017 08:20:00 PM,06/30/2017 08:27:21 PM,441,1398E,2P MTR M-F 19:00-20:30,Rialto,839,KING STREET,FLINDERS LANE,FLINDERS STREET,2,FALSE
20862,01/13/2017 07:30:00 AM,01/13/2017 08:51:01 AM,4861,14227W,4P TKT A M-F 7:30-18:30,University,1329,SWANSTON STREET,ELGIN STREET,COLLEGE CRESCENT,5,FALSE
21079,10/11/2017 07:30:00 AM,10/11/2017 07:32:33 AM,153,12071W,2P MTR M-F 7:30-18:30,East Melbourne,511,CLARENDON STREET,GREY STREET,GIPPS STREET,5,FALSE
18868,07/14/2017 07:26:24 AM,07/14/2017 07:30:00 AM,216,C2660,,Princes Theatre,894,LONSDALE STREET,EXHIBITION STREET,SPRING STREET,1,FALSE
21430,10/11/2017 05:28:22 PM,10/11/2017 05:30:44 PM,142,8478E,2P TKT A M-F 7:30-18:30,Southbank,1323,STURT STREET,SOUTHBANK BOULEVARD,MILES STREET,2,FALSE
18646,04/16/2017 09:46:49 PM,04/16/2017 09:56:47 PM,598,2129S,,Twin Towers,911,LITTLE COLLINS STREET,EXHIBITION STREET,SPRING STREET,4,FALSE
17909,09/06/2017 06:21:14 PM,09/06/2017 06:23:07 PM,113,1518E,1/2P MTR M-F 18:00-19:30,Markilles,1285,SPENCER STREET,COLLINS STREET,FLINDERS LANE,2,FALSE
20474,06/06/2017 09:30:45 AM,06/06/2017 09:34:31 AM,226,10187W,1P TKT A M-F 7:30-18:30,Queensberry,641,ERROL STREET,QUEENSBERRY STREET,VICTORIA STREET,5,FALSE
19625,06/11/2017 04:38:24 PM,06/11/2017 04:38:54 PM,30,6014N,2P SUN 7:30-18:30,Mint,5,A'BECKETT STREET,WILLIAM STREET,QUEEN STREET,3,FALSE
18345,11/20/2017 10:33:12 AM,11/20/2017 10:59:25 AM,1573,557W,2P MTR M-SAT 7.30 -16.30,Regency,647,EXHIBITION STREET,LITTLE LONSDALE STREET,LONSDALE STREET,5,FALSE
17713,07/31/2017 12:00:00 AM,07/31/2017 01:07:52 AM,4072,13906E,,Docklands,1183,RAKAIA WAY,DOCKLANDS DRIVE,CARAVEL LANE,2,FALSE
19488,05/06/2017 03:41:28 PM,05/06/2017 03:59:26 PM,1078,C4828,2P MTR M-SAT 7:30-20:30,Titles,1171,QUEEN STREET,A'BECKETT STREET,LA TROBE STREET,1,FALSE
18156,02/03/2017 03:35:44 PM,02/03/2017 03:50:37 PM,893,904E,1/2P MTR M-SAT 7:30-19:30,Degraves,627,ELIZABETH STREET,FLINDERS STREET,FLINDERS LANE,2,FALSE
19788,08/03/2017 09:48:34 PM,08/04/2017 12:00:00 AM,7886,C6910,,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,FALSE
17238,04/24/2017 11:00:17 AM,04/24/2017 11:08:07 AM,470,13099W,,Docklands,998,MERCHANT STREET,COLLINS STREET,BOURKE STREET,5,FALSE
18398,11/05/2017 03:35:48 AM,11/05/2017 03:40:01 AM,253,C548,,Regency,647,EXHIBITION STREET,LITTLE LONSDALE STREET,LONSDALE STREET,1,FALSE
17293,09/18/2017 08:29:19 AM,09/18/2017 08:37:24 AM,485,13251S,2P MTR M-SAT 7:30-18:30,Docklands,123,BOURKE STREET,MERCHANT STREET,SEAFARER LANE,4,FALSE
21882,11/26/2017 04:39:29 PM,11/26/2017 04:59:08 PM,1179,9124N,,Southbank,597,DORCAS STREET,WELLS STREET,ST KILDA ROAD,3,FALSE
17590,11/04/2017 09:31:25 AM,11/04/2017 09:33:17 AM,112,13747W,2P TKT A M-SAT 7:30-18:30,Docklands,1398,WATERFRONT WAY,DOCKLANDS DRIVE,LITTLE DOCKLANDS DRIVE,5,FALSE
18263,10/23/2017 05:46:05 PM,10/23/2017 05:46:14 PM,9,255W,1P MTR M-F 9:30-18:30,Hyatt,647,EXHIBITION STREET,FLINDERS LANE,FLINDERS STREET,5,FALSE
17232,11/01/2017 09:22:26 PM,11/01/2017 10:42:41 PM,4815,13089S,,Docklands,528,COLLINS STREET,SEAFARER LANE,BOURKE STREET,4,FALSE
18081,08/09/2017 02:34:59 PM,08/09/2017 02:36:49 PM,110,C1117,1P MTR M-SAT 7:30-19:30,McKillop,1171,QUEEN STREET,BOURKE STREET,LITTLE COLLINS STREET,1,FALSE
21873,03/03/2017 08:22:58 PM,03/03/2017 08:33:24 PM,626,1550E,,West Melbourne,1285,SPENCER STREET,JEFFCOTT STREET,LA TROBE STREET,2,FALSE
18548,04/06/2017 08:56:46 PM,04/07/2017 12:00:00 AM,10994,1729S,,Twin Towers,669,FLINDERS LANE,EXHIBITION STREET,SPRING STREET,4,FALSE
20336,11/26/2017 11:29:58 AM,11/26/2017 11:32:08 AM,130,7563S,2P SUN 7:30-18:30,Queensberry,1381,VICTORIA STREET,CAPEL STREET,PEEL STREET,4,FALSE
18218,04/28/2017 02:49:58 PM,04/28/2017 02:50:34 PM,36,C668,1P MTR M-SAT 7:30-19:30,City Square,1221,RUSSELL STREET,LITTLE COLLINS STREET,COLLINS STREET,1,FALSE
19001,04/14/2017 10:51:46 AM,04/14/2017 10:55:29 AM,223,3091S,1P MTR M-F 9:30-18:30,Supreme,894,LONSDALE STREET,WILLIAM STREET,QUEEN STREET,4,FALSE
20772,04/23/2017 05:16:08 PM,04/23/2017 05:43:58 PM,1670,C9102,2P SUN 7:30-18:30,University,655,FARADAY STREET,SWANSTON STREET,CARDIGAN STREET,1,FALSE
18785,10/19/2017 10:40:42 AM,10/19/2017 10:47:10 AM,388,C758,1P MTR M-SAT 7:30-19:30,Chinatown,1221,RUSSELL STREET,BOURKE STREET,LITTLE COLLINS STREET,1,FALSE
19737,08/11/2017 07:41:20 PM,08/11/2017 08:01:39 PM,1219,C6780,2P TKT A M-SAT 7:30-20:30,Victoria Market,681,FRANKLIN STREET,WILLIAM STREET,QUEEN STREET,1,FALSE
18736,01/08/2017 07:30:00 AM,01/08/2017 09:50:38 AM,8438,2394N,1P SUN 7:30-18:30,McKillop,123,BOURKE STREET,QUEEN STREET,ELIZABETH STREET,3,FALSE
22174,05/09/2017 09:08:07 AM,05/09/2017 10:41:41 AM,5614,11603S,1P MTR M-F 7:30-18:30,West Melbourne,78,BATMAN STREET,KING STREET,SPENCER STREET,4,TRUE
21368,09/06/2017 11:13:22 PM,09/06/2017 11:17:28 PM,246,10049S,P10 M-SUN 0:00-23:59 B,Southbank,1278,SOUTHBANK BOULEVARD,RIVERSIDE QUAY,CITY ROAD,4,FALSE
17436,06/09/2017 08:57:43 PM,06/09/2017 09:08:17 PM,634,13420E,2P 7.30 - 22.00,Docklands,1400,WATERVIEW WALK,BOURKE STREET,BATMANS HILL DRIVE,2,FALSE
21270,02/09/2017 06:58:01 AM,02/09/2017 07:30:00 AM,1919,12449S,,Jolimont,1290,ST ANDREWS PLACE,MACARTHUR STREET,LANSDOWNE STREET,4,FALSE
18713,05/01/2017 06:30:00 PM,05/01/2017 06:41:35 PM,695,2340N,2P MTR M-SAT 18.30 - 20.30,Windsor,123,BOURKE STREET,EXHIBITION STREET,SPRING STREET,3,FALSE
19076,04/08/2017 01:39:27 AM,04/08/2017 01:40:55 AM,88,3250N,,County,894,LONSDALE STREET,KING STREET,WILLIAM STREET,3,FALSE
18673,03/16/2017 10:16:32 AM,03/16/2017 10:18:35 AM,123,2244N,1P MTR M-SAT 7:30-18:30,RACV,911,LITTLE COLLINS STREET,WILLIAM STREET,QUEEN STREET,3,FALSE
20294,07/25/2017 09:07:39 AM,07/25/2017 10:24:19 AM,4600,C6104,4P MTR M-F 7:30-18:30,Queensberry,192,CHETWYND STREET,QUEENSBERRY STREET,VICTORIA STREET,1,FALSE
23136,11/26/2017 11:25:42 PM,11/26/2017 11:26:57 PM,75,C810,,Library,1221,RUSSELL STREET,LONSDALE STREET,LITTLE BOURKE STREET,1,FALSE
18025,06/26/2017 08:48:18 AM,06/26/2017 09:45:27 AM,3429,1213W,1P MTR M-SAT 7:30-18:30,Titles,1171,QUEEN STREET,LITTLE LONSDALE STREET,LONSDALE STREET,5,FALSE
17305,02/17/2017 07:13:33 AM,02/17/2017 07:30:00 AM,987,13574E,,Docklands,1241,SEAFARER LANE,BOURKE STREET,COLLINS STREET,2,FALSE
17706,03/21/2017 04:00:00 PM,03/21/2017 06:00:00 PM,7200,1571W,,Magistrates,1285,SPENCER STREET,LITTLE LONSDALE STREET,LONSDALE STREET,5,FALSE
17792,02/16/2017 11:12:02 AM,02/16/2017 11:13:36 AM,94,1395W,2P MTR M-F 10:00-16:00,Rialto,839,KING STREET,FLINDERS LANE,FLINDERS STREET,5,FALSE
18309,09/27/2017 05:41:55 PM,09/27/2017 08:24:44 PM,9769,566E,2P MTR M-SAT 7:30-20:30,Regency,647,EXHIBITION STREET,LITTLE LONSDALE STREET,LONSDALE STREET,2,TRUE
21407,08/12/2017 12:51:59 PM,08/12/2017 03:06:21 PM,8062,8338E,,Southbank,591,DODDS STREET,SOUTHBANK BOULEVARD,GRANT STREET,2,FALSE
